policy_number,sale_date,product_value_,sale_value_nis,nature,percentage_of_sale,city,year_of_construction,area,bedrooms,addresses,address,coordinates,closest_direct_address,direct_distance_km,class,sale_year,sale_year_range,subgroup
"['006164', '0021']",2023-10-27 00:00:00,1649999,1649999,דירה בבית קומות,0.5,גבעתיים,2024,78,4,"['תל אביב-יפו דרך השלום 94', 'תל אביב-יפו שמעון ברנפלד 22']",השלום 94 תל אביב-יפו,"(32.062468, 34.803783)",Yehudit,1.681681641,1000+,2023,23-24,23-24 - 1000+
"['006164', '0021']",2023-10-27 00:00:00,1650000,1650000,דירה בבית קומות,0.5,גבעתיים,2024,78,4,"['תל אביב-יפו דרך השלום 94', 'תל אביב-יפו שמעון ברנפלד 22']",השלום 94 תל אביב-יפו,"(32.062468, 34.803783)",Yehudit,1.681681641,1000+,2023,23-24,23-24 - 1000+
"['006164', '0021']",2023-11-21 00:00:00,1995000,1995000,דירה בבית קומות,0.5,גבעתיים,2024,104,4,"['תל אביב-יפו דרך השלום 94', 'תל אביב-יפו שמעון ברנפלד 22']",השלום 94 תל אביב-יפו,"(32.062468, 34.803783)",Yehudit,1.681681641,1000+,2023,23-24,23-24 - 1000+
"['006164', '0034']",2023-11-09 00:00:00,598490,598490,דירה בבית קומות,0.001,גבעתיים,2027,100,4,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2023,23-24,23-24 - 1000+
"['006164', '0115']",2023-11-23 00:00:00,1153143,1153143,דירה בבית קומות,0.5,גבעתיים,2024,49,2,"['תל אביב-יפו דרך השלום 92', 'תל אביב-יפו שמעון ברנפלד 24']",השלום 92 תל אביב-יפו,"(32.062716, 34.803614)",Yehudit,1.654075643,1000+,2023,23-24,23-24 - 1000+
"['006164', '0115']",2023-11-23 00:00:00,1153144,1153144,דירה בבית קומות,0.5,גבעתיים,2024,49,2,"['תל אביב-יפו דרך השלום 92', 'תל אביב-יפו שמעון ברנפלד 24']",השלום 92 תל אביב-יפו,"(32.062716, 34.803614)",Yehudit,1.654075643,1000+,2023,23-24,23-24 - 1000+
"['006164', '0034']",2023-11-13 00:00:00,106700,106700,דירה בבית קומות,0.001,גבעתיים,2027,83,3,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2023,23-24,23-24 - 1000+
"['006164', '0035']",2023-12-10 00:00:00,3600000,3600000,דירה בבית קומות,1,גבעתיים,2023,125,5,"['תל אביב-יפו עמישב 22', 'תל אביב-יפו דרך השלום 91']",עמישב 22 תל אביב-יפו,"(32.063256, 34.804537)",Yehudit,1.702525753,1000+,2023,23-24,23-24 - 1000+
"['006164', '0021']",2023-12-04 00:00:00,1098143,1098143,דירה בבית קומות,0.5,גבעתיים,2024,46,2,"['תל אביב-יפו דרך השלום 94', 'תל אביב-יפו שמעון ברנפלד 22']",השלום 94 תל אביב-יפו,"(32.062468, 34.803783)",Yehudit,1.681681641,1000+,2023,23-24,23-24 - 1000+
"['006164', '0190']",2023-12-13 00:00:00,4980000,4980000,דירה בבית קומות,1,תל אביב -יפו,2025,174,6,"['תל אביב-יפו גונן 10', 'תל אביב-יפו גונן 14', 'תל אביב-יפו גונן 16', 'תל אביב-יפו גונן 12']",גונן 10 תל אביב-יפו,"(32.064498, 34.804642)",Yehudit,1.654542351,1000+,2023,23-24,23-24 - 1000+
"['006164', '0115']",2023-12-28 00:00:00,1093143,1093143,דירה בבית קומות,0.5,גבעתיים,2024,46,2,"['תל אביב-יפו דרך השלום 92', 'תל אביב-יפו שמעון ברנפלד 24']",השלום 92 תל אביב-יפו,"(32.062716, 34.803614)",Yehudit,1.654075643,1000+,2023,23-24,23-24 - 1000+
"['006164', '0115']",2023-12-28 00:00:00,1653143,1653143,דירה בבית קומות,0.5,גבעתיים,2024,75,3,"['תל אביב-יפו דרך השלום 92', 'תל אביב-יפו שמעון ברנפלד 24']",השלום 92 תל אביב-יפו,"(32.062716, 34.803614)",Yehudit,1.654075643,1000+,2023,23-24,23-24 - 1000+
"['006164', '0020']",2024-01-05 00:00:00,1613143,1613143,דירה בבית קומות,0.5,גבעתיים,2024,78,3,"['תל אביב-יפו דרך השלום 96', 'תל אביב-יפו שמעון ברנפלד 20']",השלום 96 תל אביב-יפו,"(32.062196, 34.803927)",Yehudit,1.708779277,1000+,2024,23-24,23-24 - 1000+
"['006164', '0021']",2023-12-28 00:00:00,1682353,1682353,דירה בבית קומות,0.5,גבעתיים,2024,75,4,"['תל אביב-יפו דרך השלום 94', 'תל אביב-יפו שמעון ברנפלד 22']",השלום 94 תל אביב-יפו,"(32.062468, 34.803783)",Yehudit,1.681681641,1000+,2023,23-24,23-24 - 1000+
"['006164', '0021']",2023-12-29 00:00:00,1644999,1644999,דירה בבית קומות,0.5,גבעתיים,2024,75,3,"['תל אביב-יפו דרך השלום 94', 'תל אביב-יפו שמעון ברנפלד 22']",השלום 94 תל אביב-יפו,"(32.062468, 34.803783)",Yehudit,1.681681641,1000+,2023,23-24,23-24 - 1000+
"['006164', '0020']",2024-01-02 00:00:00,1448143,1448143,דירה בבית קומות,0.5,גבעתיים,2024,78,4,"['תל אביב-יפו דרך השלום 96', 'תל אביב-יפו שמעון ברנפלד 20']",השלום 96 תל אביב-יפו,"(32.062196, 34.803927)",Yehudit,1.708779277,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-01-21 00:00:00,267720,267720,דירה בבית קומות,1,גבעתיים,2027,82,3,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0020']",2024-01-18 00:00:00,1463143,1463143,דירה בבית קומות,0.5,גבעתיים,2024,78,4,"['תל אביב-יפו דרך השלום 96', 'תל אביב-יפו שמעון ברנפלד 20']",השלום 96 תל אביב-יפו,"(32.062196, 34.803927)",Yehudit,1.708779277,1000+,2024,23-24,23-24 - 1000+
"['006164', '0021']",2024-01-23 00:00:00,1156643,1156643,דירה בבית קומות,0.5,גבעתיים,2024,49,2,"['תל אביב-יפו דרך השלום 94', 'תל אביב-יפו שמעון ברנפלד 22']",השלום 94 תל אביב-יפו,"(32.062468, 34.803783)",Yehudit,1.681681641,1000+,2024,23-24,23-24 - 1000+
"['006164', '0115']",2024-01-11 00:00:00,1690644,1690644,דירה בבית קומות,0.5,גבעתיים,2027,18,3,"['תל אביב-יפו דרך השלום 92', 'תל אביב-יפו שמעון ברנפלד 24']",השלום 92 תל אביב-יפו,"(32.062716, 34.803614)",Yehudit,1.654075643,1000+,2024,23-24,23-24 - 1000+
"['006164', '0020']",2024-01-16 00:00:00,1115644,1115644,דירה בבית קומות,0.5,גבעתיים,2024,45,2,"['תל אביב-יפו דרך השלום 96', 'תל אביב-יפו שמעון ברנפלד 20']",השלום 96 תל אביב-יפו,"(32.062196, 34.803927)",Yehudit,1.708779277,1000+,2024,23-24,23-24 - 1000+
"['006164', '0021']",2024-01-18 00:00:00,1073143,1073143,דירה בבית קומות,0.5,גבעתיים,2024,45,2,"['תל אביב-יפו דרך השלום 94', 'תל אביב-יפו שמעון ברנפלד 22']",השלום 94 תל אביב-יפו,"(32.062468, 34.803783)",Yehudit,1.681681641,1000+,2024,23-24,23-24 - 1000+
"['006164', '0277']",2024-02-04 00:00:00,1268000,1268000,דירה בבית קומות,0.5,גבעתיים,1970,64,3,"['גבעתיים מצולות ים 32', 'גבעתיים כ""ג 1']",מצולות ים 32 גבעתיים,"(32.063258, 34.8060934)",Yehudit,1.834975004,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-01-10 00:00:00,1305620,1305620,דירה בבית קומות,0.001,גבעתיים,2027,119,5,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0115']",2024-01-17 00:00:00,2323143,2323143,דירה בבית קומות,0.5,גבעתיים,2024,98,4,"['תל אביב-יפו דרך השלום 92', 'תל אביב-יפו שמעון ברנפלד 24']",השלום 92 תל אביב-יפו,"(32.062716, 34.803614)",Yehudit,1.654075643,1000+,2024,23-24,23-24 - 1000+
"['006164', '0115']",2024-01-17 00:00:00,2323144,2323144,דירה בבית קומות,0.5,גבעתיים,2024,98,4,"['תל אביב-יפו דרך השלום 92', 'תל אביב-יפו שמעון ברנפלד 24']",השלום 92 תל אביב-יפו,"(32.062716, 34.803614)",Yehudit,1.654075643,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-02-05 00:00:00,24250,24250,דירה בבית קומות,0.001,גבעתיים,2027,83,3,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0115']",2024-02-11 00:00:00,1683143,1683143,דירה בבית קומות,0.5,גבעתיים,2024,75,4,"['תל אביב-יפו דרך השלום 92', 'תל אביב-יפו שמעון ברנפלד 24']",השלום 92 תל אביב-יפו,"(32.062716, 34.803614)",Yehudit,1.654075643,1000+,2024,23-24,23-24 - 1000+
"['006164', '0035']",2024-01-18 00:00:00,4900000,4900000,דירה בבית קומות,1,גבעתיים,2023,118,5,"['תל אביב-יפו עמישב 22', 'תל אביב-יפו דרך השלום 91']",עמישב 22 תל אביב-יפו,"(32.063256, 34.804537)",Yehudit,1.702525753,1000+,2024,23-24,23-24 - 1000+
"['006164', '0035']",2024-02-22 00:00:00,4500000,4500000,דירה בבית קומות,1,גבעתיים,2023,105,4,"['תל אביב-יפו עמישב 22', 'תל אביב-יפו דרך השלום 91']",עמישב 22 תל אביב-יפו,"(32.063256, 34.804537)",Yehudit,1.702525753,1000+,2024,23-24,23-24 - 1000+
"['006164', '0021']",2024-02-26 00:00:00,1555644,1555644,דירה בבית קומות,0.5,גבעתיים,2024,75,3,"['תל אביב-יפו דרך השלום 94', 'תל אביב-יפו שמעון ברנפלד 22']",השלום 94 תל אביב-יפו,"(32.062468, 34.803783)",Yehudit,1.681681641,1000+,2024,23-24,23-24 - 1000+
"['006164', '0115']",2024-03-08 00:00:00,1178999,1178999,דירה בבית קומות,0.5,גבעתיים,2024,49,2,"['תל אביב-יפו דרך השלום 92', 'תל אביב-יפו שמעון ברנפלד 24']",השלום 92 תל אביב-יפו,"(32.062716, 34.803614)",Yehudit,1.654075643,1000+,2024,23-24,23-24 - 1000+
"['006164', '0115']",2024-03-08 00:00:00,1179000,1179000,דירה בבית קומות,0.5,גבעתיים,2024,49,2,"['תל אביב-יפו דרך השלום 92', 'תל אביב-יפו שמעון ברנפלד 24']",השלום 92 תל אביב-יפו,"(32.062716, 34.803614)",Yehudit,1.654075643,1000+,2024,23-24,23-24 - 1000+
"['006164', '0020']",2024-03-11 00:00:00,1973144,1973144,דירה בבית קומות,0.5,גבעתיים,2024,98,4,"['תל אביב-יפו דרך השלום 96', 'תל אביב-יפו שמעון ברנפלד 20']",השלום 96 תל אביב-יפו,"(32.062196, 34.803927)",Yehudit,1.708779277,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-04-18 00:00:00,4150000,4150000,דירה בבית קומות,1,גבעתיים,2027,100,4,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0021']",2024-03-19 00:00:00,1643261,1643261,דירה בבית קומות,0.5,גבעתיים,2024,75,3,"['תל אביב-יפו דרך השלום 94', 'תל אביב-יפו שמעון ברנפלד 22']",השלום 94 תל אביב-יפו,"(32.062468, 34.803783)",Yehudit,1.681681641,1000+,2024,23-24,23-24 - 1000+
"['006164', '0115']",2024-03-31 00:00:00,1703019,1703019,דירה בבית קומות,0.5,גבעתיים,2024,75,3,"['תל אביב-יפו דרך השלום 92', 'תל אביב-יפו שמעון ברנפלד 24']",השלום 92 תל אביב-יפו,"(32.062716, 34.803614)",Yehudit,1.654075643,1000+,2024,23-24,23-24 - 1000+
"['006164', '0021']",2024-03-19 00:00:00,1663261,1663261,דירה בבית קומות,0.5,גבעתיים,2024,75,3,"['תל אביב-יפו דרך השלום 94', 'תל אביב-יפו שמעון ברנפלד 22']",השלום 94 תל אביב-יפו,"(32.062468, 34.803783)",Yehudit,1.681681641,1000+,2024,23-24,23-24 - 1000+
"['006164', '0020']",2024-04-04 00:00:00,1182261,1182261,דירה בבית קומות,0.5,גבעתיים,2024,49,2,"['תל אביב-יפו דרך השלום 96', 'תל אביב-יפו שמעון ברנפלד 20']",השלום 96 תל אביב-יפו,"(32.062196, 34.803927)",Yehudit,1.708779277,1000+,2024,23-24,23-24 - 1000+
"['006164', '0020']",2024-04-01 00:00:00,1488225,1488225,דירה בבית קומות,0.5,גבעתיים,2024,78,4,"['תל אביב-יפו דרך השלום 96', 'תל אביב-יפו שמעון ברנפלד 20']",השלום 96 תל אביב-יפו,"(32.062196, 34.803927)",Yehudit,1.708779277,1000+,2024,23-24,23-24 - 1000+
"['006164', '0115']",2024-04-16 00:00:00,1560699,1560699,דירה בבית קומות,0.5,גבעתיים,2024,75,3,"['תל אביב-יפו דרך השלום 92', 'תל אביב-יפו שמעון ברנפלד 24']",השלום 92 תל אביב-יפו,"(32.062716, 34.803614)",Yehudit,1.654075643,1000+,2024,23-24,23-24 - 1000+
"['006164', '0020']",2024-04-15 00:00:00,1657261,1657261,דירה בבית קומות,0.5,גבעתיים,2024,75,3,"['תל אביב-יפו דרך השלום 96', 'תל אביב-יפו שמעון ברנפלד 20']",השלום 96 תל אביב-יפו,"(32.062196, 34.803927)",Yehudit,1.708779277,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-04-17 00:00:00,3487450,3487450,דירה בבית קומות,1,גבעתיים,2027,82,3,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-04-18 00:00:00,3594000,3594000,דירה בבית קומות,1,גבעתיים,2027,83,3,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-04-18 00:00:00,3450400,3450400,דירה בבית קומות,1,גבעתיים,2027,82,3,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0036']",2024-04-21 00:00:00,1800000,1800000,דירה בבית קומות,1,גבעתיים,1950,50,2,"['תל אביב-יפו עמישב 24', 'תל אביב-יפו דרך השלום 93']",עמישב 24 תל אביב-יפו,"(32.063047, 34.804675)",Yehudit,1.724631038,1000+,2024,23-24,23-24 - 1000+
"['006164', '0021']",2024-04-24 00:00:00,1653261,1653261,דירה בבית קומות,0.5,גבעתיים,2024,78,3,"['תל אביב-יפו דרך השלום 94', 'תל אביב-יפו שמעון ברנפלד 22']",השלום 94 תל אביב-יפו,"(32.062468, 34.803783)",Yehudit,1.681681641,1000+,2024,23-24,23-24 - 1000+
"['006164', '0020']",2024-04-28 00:00:00,1618473,1618473,דירה בבית קומות,0.5,גבעתיים,2024,75,4,"['תל אביב-יפו דרך השלום 96', 'תל אביב-יפו שמעון ברנפלד 20']",השלום 96 תל אביב-יפו,"(32.062196, 34.803927)",Yehudit,1.708779277,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-04-16 00:00:00,4201631,4201631,דירה בבית קומות,1,גבעתיים,2027,100,4,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-04-21 00:00:00,3982590,3982590,דירה בבית קומות,1,גבעתיים,2027,100,4,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-04-21 00:00:00,4375000,4375000,דירה בבית קומות,1,גבעתיים,2027,101,4,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-04-22 00:00:00,3360000,3360000,דירה בבית קומות,1,גבעתיים,2027,82,3,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-04-25 00:00:00,3600000,3600000,דירה בבית קומות,1,גבעתיים,2027,83,3,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-04-25 00:00:00,3500000,3500000,דירה בבית קומות,1,גבעתיים,2027,82,3,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-05-02 00:00:00,3957600,3957600,דירה בבית קומות,1,גבעתיים,2027,100,4,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-05-15 00:00:00,3510000,3510000,דירה בבית קומות,1,גבעתיים,2027,82,3,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-05-16 00:00:00,3595000,3595000,דירה בבית קומות,1,גבעתיים,2027,83,3,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
"['006164', '0034']",2024-05-09 00:00:00,4360500,4360500,דירה בבית קומות,1,גבעתיים,2027,100,4,"['תל אביב-יפו דרך השלום 89', 'תל אביב-יפו עמישב 20']",השלום 89 תל אביב-יפו,"(32.063314, 34.803898)",Yehudit,1.645848591,1000+,2024,23-24,23-24 - 1000+
